movieId,movieName,nbMentions,name,year
109788,The Family Stone (2005),15,The Family Stone,2005
109798,Lucky Number Slevin (2006),4,Lucky Number Slevin,2006
109844,Money Talks  (1997),2,Money Talks,1997
109877,Up in the Air  (2009),5,Up in the Air,2009
109883,Bears  (2014),1,Bears,2014
109892,Chasing Liberty (2004),1,Chasing Liberty,2004
109896,Fences  (2016),21,Fences,2016
109911,"It's a Mad, Mad, Mad World (1987)",2,"It's a Mad, Mad, Mad World",1987
109931,List of accolades received by Inception,1,List of accolades received by Inception,0
109963,The Mask of Zorro (1998),4,The Mask of Zorro,1998
110000,These Final Hours (2013),1,These Final Hours,2013
110011,Manchester by the Sea  (2016),46,Manchester by the Sea,2016
110046,Veronica  (1972),1,Veronica,1972
110075,Midnight Sun  (2014),1,Midnight Sun,2014
110078,The Legend of Ben Hall,1,The Legend of Ben Hall,0
110109,Brothers  (2009),1,Brothers,2009
110119,As You Are  (2016),1,As You Are,2016
110291,Sully  (2016),21,Sully,2016
110309,The Divergent Series,14,The Divergent Series,0
110313,The Kite  (2003),1,The Kite,2003
110352,Lockout  (2012),2,Lockout,2012
110357,Sam  (1986),4,Sam,1986
110362,Miracle on 34th Street (1947),2,Miracle on 34th Street,1947
110365,Puff the Magic Dragon  (1978),2,Puff the Magic Dragon,1978
110419,Come Back to Me  (2014),2,Come Back to Me,2014
110433,The Borrower (1991),2,The Borrower,1991
110494,American History X (1998),12,American History X,1998
110497,Trouble with the Curve (2012),1,Trouble with the Curve,2012
110510,A Nightmare on Elm Street 4: The Dream Master (1988),1,A Nightmare on Elm Street 4: The Dream Master,1988
110517,Turbo  (2013),1,Turbo,2013
110529,The Italian Job  (2003),45,The Italian Job,2003
110534,The Comedy (2012),3,The Comedy,2012
110577,Lost in the Wild (1993),1,Lost in the Wild,1993
110580,The Social Network (2010),31,The Social Network,2010
110593,King of Hearts  (1966),1,King of Hearts,1966
110605,Panic Room (2002),29,Panic Room,2002
110608,Girls' Night (1998),1,Girls' Night,1998
110613,Outcast  (2010),1,Outcast,2010
110632,Chasing Ice,1,Chasing Ice,0
110635,Bleed for This (2016),5,Bleed for This,2016
110676,The Descent Part 2 (2009),1,The Descent Part 2,2009
110685,Mr. Woodcock (2007),6,Mr. Woodcock,2007
110698,The Monuments Men (2014),1,The Monuments Men,2014
110711,Bring It On ,2,Bring It On,0
110715,The Internship (2013),8,The Internship,2013
110732,House of Flying Daggers (2004),3,House of Flying Daggers,2004
110746,The Bachelorette ,2,The Bachelorette,0
110763,The Enforcer  (1976),2,The Enforcer,1976
110800,Don Jon (2013),1,Don Jon,2013
110806,Star Wars Kid,1,Star Wars Kid,0
110815,The Echo  (2008),2,The Echo,2008
110831,Seasons of Our Love (1966),1,Seasons of Our Love,1966
110858,Home Sweet Home  (2016),1,Home Sweet Home,2016
110875,Pinocchio  (1972),5,Pinocchio,1972
110878,Johnny English (2003),6,Johnny English,2003
110944,Date Movie (2006),3,Date Movie,2006
111030,Diabolique  (1996),1,Diabolique,1996
111041,Subway  (1985),1,Subway,1985
111063,Boogie Nights (1997),10,Boogie Nights,1997
111099,Catch Me If You Can (2002),45,Catch Me If You Can,2002
111132,The Color Purple  (1985),10,The Color Purple,1985
111153,Ladder 49 (2004),1,Ladder 49,2004
111161,Team America: World Police (2003),13,Team America: World Police,2003
111165,Nora  (1944),1,Nora,1944
111188,"Yours, Mine and Ours  (1968)",2,"Yours, Mine and Ours",1968
111189,Step Up: All In (2014),2,Step Up: All In,2014
111216,The Giver  (2014),8,The Giver,2014
111262,Homeward Bound  (1923),15,Homeward Bound,1923
111292,Gifted Hands: The Ben Carson Story,1,Gifted Hands: The Ben Carson Story,0
111399,We Are the Freaks (2013),1,We Are the Freaks,2013
111405,Grease 2 (1982),10,Grease 2,1982
111429,Guardians of the Galaxy Vol. 2 (2017),84,Guardians of the Galaxy Vol. 2,2017
111435,Quantum of Solace (2008),1,Quantum of Solace,2008
111452,Alien 51 (2004),2,Alien 51,2004
111475,Bachelor Party  (2012),9,Bachelor Party,2012
111488,L.A. Confidential  (1997),14,L.A. Confidential,1997
111500,"The Cook, the Thief, His Wife & Her Lover (1989)",1,"The Cook, the Thief, His Wife & Her Lover",1989
111528,Girl in Progress,1,Girl in Progress,0
111540,Dunkirk  (2017),235,Dunkirk,2017
111572,The Greatest Game Ever Played (2005),3,The Greatest Game Ever Played,2005
111585,Body Snatchers  (1993),1,Body Snatchers,1993
111598,Dragonheart (1996),5,Dragonheart,1996
111612,Sophie Scholl – The Final Days (2005),2,Sophie Scholl – The Final Days,2005
111694,The Phantom of the Opera  (2004),22,The Phantom of the Opera,2004
111717,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,1,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,0
111730,Redline  (2009),3,Redline,2009
111776,Super Troopers (2001),124,Super Troopers,2001
111782,Amadeus  (1984),14,Amadeus,1984
111831,Kicking and Screaming  (1995),1,Kicking and Screaming,1995
111841,King of New York (1990),2,King of New York,1990
111892,Brides  (2004),1,Brides,2004
111903,Just Friends%3F (2009),2,Just Friends%3F,2009
111918,Step Brothers  (2008),231,Step Brothers,2008
111922,Brother Nature  (2016),1,Brother Nature,2016
111929,"Salò, or the 120 Days of Sodom (1975)",2,"Salò, or the 120 Days of Sodom",1975
111953,Skiptrace  (2016),1,Skiptrace,2016
111961,Jack the Ripper  (1976),1,Jack the Ripper,1976
112069,Mad Max: Fury Road (2015),150,Mad Max: Fury Road,2015
112074,Just Between Us  (2010),1,Just Between Us,2010
112106,The Nativity Story,1,The Nativity Story,0
112116,Bad Lieutenant: Port of Call New Orleans (2009),1,Bad Lieutenant: Port of Call New Orleans,2009
112161,The Prince  (1996),3,The Prince,1996
112203,French Kiss  (1995),8,French Kiss,1995
112209,Copper Mountain  (1983),1,Copper Mountain,1983
112233,Night of the Living Dead ,1,Night of the Living Dead,0
112244,Scooby-Doo on Zombie Island (1998),2,Scooby-Doo on Zombie Island,1998
112259,Pink Flamingos (1972),1,Pink Flamingos,1972
112260,James and the Giant Peach  (1996),7,James and the Giant Peach,1996
112277,Rent  (2005),38,Rent,2005
112284,Ring  (1998),18,Ring,1998
112297,The Love Guru (2008),4,The Love Guru,2008
112305,The Chronicles of Riddick: Dark Fury,1,The Chronicles of Riddick: Dark Fury,0
112314,Timeline  (2014),1,Timeline,2014
112332,Miami Vice  (2006),1,Miami Vice,2006
112342,Trick or Treat ,3,Trick or Treat,0
112343,Million Dollar Arm (2014),1,Million Dollar Arm,2014
112346,The Fifth Element,63,The Fifth Element,0
112365,Flubber  (1997),22,Flubber,1997
112386,Dragonslayer (1981),2,Dragonslayer,1981
112404,Good Time ,3,Good Time,0
112434,Rocky V (1990),1,Rocky V,1990
112446,Gunslinger  (1956),1,Gunslinger,1956
112455,The Escapist  (2008),1,The Escapist,2008
112471,Japanese Story (2003),1,Japanese Story,2003
112493,The Man Who Wasn't There  (2001),2,The Man Who Wasn't There,2001
112538,Dawson City: Frozen Time (2016),1,Dawson City: Frozen Time,2016
112579,Kung Fu Hustle (2004),5,Kung Fu Hustle,2004
112585,The Cider House Rules  (1999),4,The Cider House Rules,1999
112586,Wild Hearts Can't Be Broken (1991),4,Wild Hearts Can't Be Broken,1991
112596,Sling Blade (1996),10,Sling Blade,1996
112622,Tremors  (1990),11,Tremors,1990
112623,Mommy  (2014),1,Mommy,2014
112644,Kids in the Hall: Brain Candy (1996),1,Kids in the Hall: Brain Candy,1996
112680,13 Hours: The Secret Soldiers of Benghazi (2016),34,13 Hours: The Secret Soldiers of Benghazi,2016
112688,The Muppet Christmas Carol (1992),1,The Muppet Christmas Carol,1992
112719,Gone Girl  (2014),172,Gone Girl,2014
112735,Measure of a Man  (2010),2,Measure of a Man,2010
112737,Kingpin  (1996),11,Kingpin,1996
112742,The Penguin King,1,The Penguin King,0
112774,Dr. Dolittle 3 (2006),2,Dr. Dolittle 3,2006
112779,Even Money  (2006),1,Even Money,2006
112783,Shrek the Third (2007),4,Shrek the Third,2007
112792,The Hills Have Eyes  (1977),5,The Hills Have Eyes,1977
112833,Cry Danger (1951),1,Cry Danger,1951
112880,Hang 'Em High (1968),4,Hang 'Em High,1968
112902,EDtv (1999),3,EDtv,1999
112905,Attack on Titan  (2015),3,Attack on Titan,2015
112927,Tom and Jerry: Spy Quest (2015),1,Tom and Jerry: Spy Quest,2015
112941,Gigantic  (2018),1,Gigantic,2018
112947,A Girl at My Door (2014),1,A Girl at My Door,2014
112973,Street Fighter  (1992),1,Street Fighter,1992
112994,Gerald's Game  (2017),24,Gerald's Game,2017
113020,1944  (2015),5,1944,2015
113035,"Three Billboards Outside Ebbing, Missouri (2017)",50,"Three Billboards Outside Ebbing, Missouri",2017
113055,Die Hard with a Vengeance (1995),9,Die Hard with a Vengeance,1995
113068,The Rescuers Down Under,4,The Rescuers Down Under,0
113134,A Trip to the Moon (1902),2,A Trip to the Moon,1902
113137,Cyrano de Bergerac  (1990),1,Cyrano de Bergerac,1990
113150,Call Me by Your Name  (2017),34,Call Me by Your Name,2017
113192,Ace in the Hole  (1951),1,Ace in the Hole,1951
113202,Gingerdead Man 2: Passion of the Crust (2008),1,Gingerdead Man 2: Passion of the Crust,2008
113213,"I Love You, Man (2009)",26,"I Love You, Man",2009
113216,Kargus,1,Kargus,0
113220,The Orphanage  (2007),5,The Orphanage,2007
113247,Broken Springs (2010),1,Broken Springs,2010
113262,Toys  (1992),3,Toys,1992
113279,12  (2007),2,12,2007
113392,The Pursuit of Happyness (2006),37,The Pursuit of Happyness,2006
113404,Wing Chun  (1994),2,Wing Chun,1994
113416,You Got Served (2004),2,You Got Served,2004
113435,Bob Logan ,1,Bob Logan,0
113454,Life Is But a Dream,1,Life Is But a Dream,0
113467,Secret  (2009),1,Secret,2009
113498,Places in the Heart (1984),2,Places in the Heart,1984
113499,Aileen Wuornos: The Selling of a Serial Killer (1993),1,Aileen Wuornos: The Selling of a Serial Killer,1993
113514,Nadine  (1987),1,Nadine,1987
113550,Necessary Roughness  (1991),1,Necessary Roughness,1991
113586,Don't Answer the Phone (1980),1,Don't Answer the Phone,1980
113600,Ong Bak 3 (2010),1,Ong Bak 3,2010
113622,What's Your Number%3F (2011),1,What's Your Number%3F,2011
113667,The Informant  (2013),1,The Informant,2013
113673,Invictus  (2009),3,Invictus,2009
113679,Shaun the Sheep Movie (2015),3,Shaun the Sheep Movie,2015
113684,Cinderella  (2015),39,Cinderella,2015
113701,Fun with Dick and Jane  (2005),29,Fun with Dick and Jane,2005
113721,The Secret of Roan Inish (1994),3,The Secret of Roan Inish,1994
113723,Good Kids (2016),1,Good Kids,2016
113729,The Man Who Shot Liberty Valance (1962),3,The Man Who Shot Liberty Valance,1962
113772,Christine  (1983),16,Christine,1983
113784,Ice Station Zebra (1968),1,Ice Station Zebra,1968
113827,Annie Hall (1977),19,Annie Hall,1977
113834,Sky Raiders (1941),2,Sky Raiders,1941
113862,Marnie  (1964),3,Marnie,1964
113921,Forces of Nature (1999),2,Forces of Nature,1999
113925,Traitor  (2008),1,Traitor,2008
113931,Darkness Falls  (1999),1,Darkness Falls,1999
113972,"Honey, I Shrunk the Kids (1989)",25,"Honey, I Shrunk the Kids",1989
114017,Turtles Can Fly (2004),1,Turtles Can Fly,2004
114020,Benji: Off the Leash! (2004),1,Benji: Off the Leash!,2004
114034,Dumb and Dumberer: When Harry Met Lloyd (2003),8,Dumb and Dumberer: When Harry Met Lloyd,2003
114048,Waiting to Exhale (1995),3,Waiting to Exhale,1995
114063,Night Fairy (1986),1,Night Fairy,1986
114109,The Hateful Eight (2015),38,The Hateful Eight,2015
114111,Reign Over Me (2007),2,Reign Over Me,2007
114129,Fifty Shades of Black (2016),17,Fifty Shades of Black,2016
114157,A Little Princess  (1995),4,A Little Princess,1995
114165,The Reef  (2010),5,The Reef,2010
114190,XXX: State of the Union (2005),2,XXX: State of the Union,2005
114231,Cape Fear  (1991),15,Cape Fear,1991
114256,Point Break  (2015),4,Point Break,2015
114271,Escape from New York (1981),3,Escape from New York,1981
114306,Secret in Their Eyes (2015),1,Secret in Their Eyes,2015
114311,Irréversible (2002),1,Irréversible,2002
114327,Lucy  (2003),3,Lucy,2003
114341,Baywatch  (2017),115,Baywatch,2017
114367,Animal Crackers  (1930),1,Animal Crackers,1930
114371,Donald's Snow Fight (1942),1,Donald's Snow Fight,1942
114419,A Christmas Wedding,1,A Christmas Wedding,0
114453,Heartbreakers  (2001),1,Heartbreakers,2001
114454,The Thin Red Line  (1998),15,The Thin Red Line,1998
114458,The Amityville Curse (1990),6,The Amityville Curse,1990
114502,Hush  (2016),36,Hush,2016
114507,The Shop Around the Corner (1940),4,The Shop Around the Corner,1940
114513,Donnie Brasco  (1997),19,Donnie Brasco,1997
114545,Benji  (1974),2,Benji,1974
114550,Legendary  (2010),1,Legendary,2010
114560,The Prestige  (2006),48,The Prestige,2006
114580,After Hours  (1985),2,After Hours,1985
114617,The Crucible  (1996),1,The Crucible,1996
114633,Brooklyn  (2015),11,Brooklyn,2015
114652,The Return of the Living Dead (1985),1,The Return of the Living Dead,1985
114659,Sniper  (1993),1,Sniper,1993
114669,The Search for General Tso (2014),1,The Search for General Tso,2014
114671,Dance (2007),1,Dance,2007
114677,12 Angry Men  (1997),1,12 Angry Men,1997
114709,3000 Miles to Graceland (2001),1,3000 Miles to Graceland,2001
114756,Iron Man 2 (2010),27,Iron Man 2,2010
114759,Mad Max (1979),45,Mad Max,1979
114761,He-Man ,1,He-Man,0
114785,Little Shop of Horrors  (1986),15,Little Shop of Horrors,1986
114801,Trading Places (1983),32,Trading Places,1983
114851,The Godfather ,13,The Godfather,0
114854,Rapture-Palooza (2013),4,Rapture-Palooza,2013
114876,Resident Evil: Extinction (2007),1,Resident Evil: Extinction,2007
114909,"Crouching Tiger, Hidden Dragon (2000)",19,"Crouching Tiger, Hidden Dragon",2000
114923,Unbroken  (2014),4,Unbroken,2014
114932,Braveheart (1995),102,Braveheart,1995
114943,Around the World in 80 Days  (2004),4,Around the World in 80 Days,2004
114945,Boomerang  (2001),2,Boomerang,2001
114952,The Legend  (2012),2,The Legend,2012
114984,Final Fantasy VII: Advent Children,7,Final Fantasy VII: Advent Children,0
114998,The Clown  (2011),2,The Clown,2011
115021,Treehouse Hostage (1999),1,Treehouse Hostage,1999
115047,Stranger than Fiction  (2006),5,Stranger than Fiction,2006
115108,From Dusk Till Dawn 3: The Hangman's Daughter (2000),1,From Dusk Till Dawn 3: The Hangman's Daughter,2000
115120,Hamburger Hill (1987),3,Hamburger Hill,1987
115155,The Sandlot (1993),68,The Sandlot,1993
115159,Upside Down  (2015),3,Upside Down,2015
115246,Hulk  (2003),16,Hulk,2003
115249,The Dukes of Hazzard: The Beginning,1,The Dukes of Hazzard: The Beginning,0
115250,The Town  (2010),44,The Town,2010
115261,Assassin's Creed  (2016),2,Assassin's Creed,2016
115290,Hook  (1991),45,Hook,1991
115309,Semi-Tough (1977),1,Semi-Tough,1977
115334,Keeping the Faith (2000),2,Keeping the Faith,2000
115348,Mystic Pizza (1988),5,Mystic Pizza,1988
115364,Beneath  (2013),2,Beneath,2013
115368,Dangal  (2016),1,Dangal,2016
115372,The Secret of NIMH,4,The Secret of NIMH,0
115383,Snuff 102 (2007),1,Snuff 102,2007
115398,Amityville: The Awakening (2017),2,Amityville: The Awakening,2017
115404,The Dirty Dozen (1967),1,The Dirty Dozen,1967
115406,Insidious: Chapter 4 (2018),34,Insidious: Chapter 4,2018
115463,Saw  (2004),201,Saw,2004
115493,Windy City Heat,1,Windy City Heat,0
115497,Hitlist  (1996),1,Hitlist,1996
115516,The Birdcage (1996),7,The Birdcage,1996
115518,Nick of Time  (1995),21,Nick of Time,1995
115523,Going Down in LA-LA Land (2011),3,Going Down in LA-LA Land,2011
115547,The Last Horror Movie (2003),1,The Last Horror Movie,2003
115548,Fantasia (1940),16,Fantasia,1940
115588,The Lobster (2015),3,The Lobster,2015
115612,28 Days Later (2002),29,28 Days Later,2002
115613,Corpse Bride (2005),1,Corpse Bride,2005
115669,Woodlawn  (2015),2,Woodlawn,2015
115675,The Man from Nowhere  (2010),2,The Man from Nowhere,2010
115688,Non-Stop  (2014),5,Non-Stop,2014
115691,The Patriot  (2000),42,The Patriot,2000
115702,The Angry Birds Movie (2016),5,The Angry Birds Movie,2016
115723,All Dogs Go to Heaven 2 (1996),6,All Dogs Go to Heaven 2,1996
115743,Khouya (2010),1,Khouya,2010
115745,List of accolades received by Gone Girl ,1,List of accolades received by Gone Girl,0
115827,The Best of Me  (2014),5,The Best of Me,2014
115862,Metropolis  (2001),1,Metropolis,2001
115908,50 First Dates (2004),284,50 First Dates,2004
115920,Seval (2008),1,Seval,2008
115979,Reverse  (2009),1,Reverse,2009
116009,The Final Destination (2009),1,The Final Destination,2009
116050,Bleeding Steel,2,Bleeding Steel,0
116076,It  (2004),4,It,2004
116125,Napoleon Dynamite (2004),37,Napoleon Dynamite,2004
116134,A Walk Among the Tombstones  (2014),2,A Walk Among the Tombstones,2014
116136,Are You Here (2013),1,Are You Here,2013
116149,Water  (1985),1,Water,1985
116199,Multiplicity  (1996),2,Multiplicity,1996
116230,Tin Cup (1996),2,Tin Cup,1996
116259,Home for the Holidays  (1972),1,Home for the Holidays,1972
116298,Addicted to Love  (1997),2,Addicted to Love,1997
116311,Righteous Kill (2008),2,Righteous Kill,2008
116328,Hamlet  (1990),1,Hamlet,1990
116330,Hunter  (2015),1,Hunter,2015
116352,Shallow Grave (1994),1,Shallow Grave,1994
116376,Tommy  (1975),2,Tommy,1975
116378,Bambi II (2006),1,Bambi II,2006
116389,Clerks II (2006),6,Clerks II,2006
116418,March of the Penguins (2005),13,March of the Penguins,2005
116458,The Duchess  (2008),4,The Duchess,2008
116464,The Object of My Affection (1998),3,The Object of My Affection,1998
116524,The Big Short  (2015),14,The Big Short,2015
116545,New Jack City (1991),6,New Jack City,1991
116577,The Divergent Series: Allegiant (2016),7,The Divergent Series: Allegiant,2016
116593,Dark Night  (2016),1,Dark Night,2016
116630,Muppets from Space (1999),2,Muppets from Space,1999
116644,St. Elmo's Fire  (1985),6,St. Elmo's Fire,1985
116664,Heavyweights (1995),12,Heavyweights,1995
116675,Awesome (2006),1,Awesome,2006
116700,Screamers  (1995),1,Screamers,1995
116711,More than Blue (2009),1,More than Blue,2009
116714,Grumpy Old Men  (1993),17,Grumpy Old Men,1993
116723,Breathe  (2017),6,Breathe,2017
116739,All Men Are Liars (1995),1,All Men Are Liars,1995
116763,Still Waters  (2000),2,Still Waters,2000
116774,ExTerminators  (2009),2,ExTerminators,2009
116777,My Friend Harry (1928),1,My Friend Harry,1928
116778,Come Drink with Me (1966),1,Come Drink with Me,1966
116784,Braindead  (1992),5,Braindead,1992
116791,Snow on tha Bluff (2011),1,Snow on tha Bluff,2011
116810,The Man Who Saw Tomorrow (1981),1,The Man Who Saw Tomorrow,1981
116824,Rocky  (2006),2,Rocky,2006
116864,Yellow Submarine  (1968),2,Yellow Submarine,1968
116865,Touching the Void  (2003),2,Touching the Void,2003
116879,Me and Orson Welles (2008),2,Me and Orson Welles,2008
116886,Tombstone Terror (1935),1,Tombstone Terror,1935
116894,Masterminds  (2016),11,Masterminds,2016
116896,The Losers  (2010),2,The Losers,2010
116897,Star!  (1968),4,Star!,1968
116903,"Yours, Mine & Ours  (2005)",2,"Yours, Mine & Ours",2005
116939,White Oleander ,1,White Oleander,0
116956,Lemonade Mouth ,9,Lemonade Mouth,0
116961,The Bad Batch (2016),2,The Bad Batch,2016
116976,Forgetting Sarah Marshall (2008),59,Forgetting Sarah Marshall,2008
117061,Being Charlie (2015),2,Being Charlie,2015
117072,The Chase  (1991),1,The Chase,1991
117097,The Shaggy D.A. (1976),2,The Shaggy D.A.,1976
117103,Highlander II: The Quickening (1991),2,Highlander II: The Quickening,1991
117122,The NeverEnding Story  (1984),32,The NeverEnding Story,1984
117126,Ex Machina  (2015),28,Ex Machina,2015
117145,"What's Up, Tiger Lily%3F (1966)",1,"What's Up, Tiger Lily%3F",1966
117159,Practical Magic (1998),11,Practical Magic,1998
117185,Cinderella  (1955),2,Cinderella,1955
117188,Forget Paris (1995),2,Forget Paris,1995
117236,An American Haunting (2005),1,An American Haunting,2005
117239,The Discovery ,3,The Discovery,0
117241,Sleepless  (2017),9,Sleepless,2017
117261,Play Misty for Me (1971),2,Play Misty for Me,1971
117271,Bachelor Party Vegas (2006),1,Bachelor Party Vegas,2006
117306,Chronic  (2015),2,Chronic,2015
117315,The President  (2014),2,The President,2014
117324,Sausage Party,56,Sausage Party,0
117333,Creepshow (1982),3,Creepshow,1982
117335,The Life of David Gale (2003),16,The Life of David Gale,2003
117347,Once Upon a Time in China (1991),1,Once Upon a Time in China,1991
117364,Gandhi  (1982),3,Gandhi,1982
117368,Surviving Gilligan's Island,1,Surviving Gilligan's Island,0
117381,Death to Smoochy (2002),2,Death to Smoochy,2002
117468,Love Shack  (2010),1,Love Shack,2010
117515,Pan's Labyrinth (2006),73,Pan's Labyrinth,2006
117523,Release  (2010),2,Release,2010
117584,Muppets Most Wanted (2014),2,Muppets Most Wanted,2014
117589,Kidnap  (2016),12,Kidnap,2016
117608,Mona Lisa Smile (2003),5,Mona Lisa Smile,2003
117623,Manhunter  (1986),9,Manhunter,1986
117646,Beyond the Valley of the Dolls (1970),1,Beyond the Valley of the Dolls,1970
117677,Night at the Museum: Secret of the Tomb (2014),7,Night at the Museum: Secret of the Tomb,2014
117692,Titan A.E. (2000),2,Titan A.E.,2000
117716,The Book of Henry,3,The Book of Henry,0
117754,Anna in Kungfuland (2003),1,Anna in Kungfuland,2003
117771,Bring It On: All or Nothing,3,Bring It On: All or Nothing,0
117776,Slugs  (1988),2,Slugs,1988
117804,The Longest Week (2014),1,The Longest Week,2014
117816,The Cheetah Girls ,2,The Cheetah Girls,0
117835,Enter the Dangerous Mind (2013),1,Enter the Dangerous Mind,2013
117840,Pet Sematary  (1989),40,Pet Sematary,1989
117881,Only the Strong  (1993),2,Only the Strong,1993
117898,Strange Days  (1995),1,Strange Days,1995
117905,The Three Stooges  (2012),8,The Three Stooges,2012
117907,Natural Born Killers (1994),42,Natural Born Killers,1994
117925,Rambo III (1988),12,Rambo III,1988
117942,Oklahoma!  (1955),3,Oklahoma!,1955
117958,Guardians  (2017),5,Guardians,2017
117972,Little Miss Sunshine (2006),42,Little Miss Sunshine,2006
118020,Lethal Weapon 2 (1989),8,Lethal Weapon 2,1989
118025,The Fall  (1999),2,The Fall,1999
118028,Automata  (2014),1,Automata,2014
118034,The Breaks  (1999),1,The Breaks,1999
118097,And So It Goes  (2014),2,And So It Goes,2014
118102,The Stand Up (2011),1,The Stand Up,2011
118135,Space Cowboys (2000),6,Space Cowboys,2000
118161,Immortals  (2011),2,Immortals,2011
118273,The Wonder  (2016),5,The Wonder,2016
118283,Papa  (2016),1,Papa,2016
118307,Captain America  (1979),3,Captain America,1979
118316,The Amityville Haunting (2011),2,The Amityville Haunting,2011
118338,The Forest  (2016),13,The Forest,2016
118353,P.S. I Love You  (2007),46,P.S. I Love You,2007
118395,The Nerd,2,The Nerd,0
118397,Joe Versus the Volcano (1990),9,Joe Versus the Volcano,1990
118402,Rising Sun  (1993),2,Rising Sun,1993
118472,The Last Mimzy (2007),1,The Last Mimzy,2007
118506,Meek's Cutoff (2010),1,Meek's Cutoff,2010
118522,The Fourth Kind (2009),8,The Fourth Kind,2009
118526,The True Cost (2015),2,The True Cost,2015
118557,LOL  (2012),2,LOL,2012
118568,Endless Love  (1981),1,Endless Love,1981
118637,Bio-Dome (1996),7,Bio-Dome,1996
118651,Pirates of the Caribbean: Dead Man's Chest (2006),7,Pirates of the Caribbean: Dead Man's Chest,2006
118663,Independence Day: Resurgence (2016),19,Independence Day: Resurgence,2016
118669,Honey  (2010),2,Honey,2010
118748,The Choice  (2016),25,The Choice,2016
118756,Zombie Apocalypse ,3,Zombie Apocalypse,0
118762,21 Jump Street  (2012),167,21 Jump Street,2012
118784,Project X  (2012),5,Project X,2012
118789,Head Above Water (1996),2,Head Above Water,1996
118857,Blank Check  (1994),4,Blank Check,1994
118888,Death Becomes Her (1992),10,Death Becomes Her,1992
118912,Love Jones  (1997),3,Love Jones,1997
118955,Critters  (1986),1,Critters,1986
118970,Nanook of the North (1922),1,Nanook of the North,1922
119015,Kimi ni Todoke  (2010),1,Kimi ni Todoke,2010
119062,Grand Hotel  (1932),1,Grand Hotel,1932
119087,The Fast and the Furious,48,The Fast and the Furious,0
119090,Never Been Kissed (1999),38,Never Been Kissed,1999
119113,The Speed Girl (1921),1,The Speed Girl,1921
119116,Club Dread (2004),3,Club Dread,2004
119144,Wonder Woman  (2017),405,Wonder Woman,2017
119146,13th  (2016),6,13th,2016
119149,Captain America: The First Avenger,26,Captain America: The First Avenger,0
119165,Poison Ivy  (1992),1,Poison Ivy,1992
119191,Ishq Click,1,Ishq Click,0
119207,The Deer Hunter (1978),9,The Deer Hunter,1978
119227,I Am Big Bird: The Caroll Spinney Story (2014),1,I Am Big Bird: The Caroll Spinney Story,2014
119232,Gummo (1997),4,Gummo,1997
119241,Homeless to Harvard: The Liz Murray Story,1,Homeless to Harvard: The Liz Murray Story,0
119247,Snow White  (1916),1,Snow White,1916
119254,The Queen  (2012),1,The Queen,2012
119276,Dick Tracy  (1990),2,Dick Tracy,1990
119295,A Nightmare on Elm Street  (2010),25,A Nightmare on Elm Street,2010
119297,Dance with Me  (1998),1,Dance with Me,1998
119326,Harold & Kumar,18,Harold & Kumar,0
119347,"Mary, Queen of Scots  (1971)",1,"Mary, Queen of Scots",1971
119395,Armaguedon (1977),1,Armaguedon,1977
119409,Appleseed ,3,Appleseed,0
119424,Frankenstein  (1931),5,Frankenstein,1931
119465,Ben-Hur  (1959),4,Ben-Hur,1959
119495,Stranger Things  (2010),2,Stranger Things,2010
119560,Mickey's Christmas Carol (1983),1,Mickey's Christmas Carol,1983
119562,Murderball  (2005),1,Murderball,2005
119570,The Princess and the Frog,21,The Princess and the Frog,0
119571,Drift ,1,Drift,0
119576,Big Hero 6  (2014),41,Big Hero 6,2014
119594,Julie & Julia (2009),4,Julie & Julia,2009
119630,The Adventures of Sharkboy and Lavagirl in 3-D (2005),5,The Adventures of Sharkboy and Lavagirl in 3-D,2005
119652,The Wind in the Willows  (1987),1,The Wind in the Willows,1987
119656,The Painted Veil  (2006),1,The Painted Veil,2006
119662,What About Bob%3F (1991),32,What About Bob%3F,1991
119667,The Lake House  (2006),34,The Lake House,2006
119699,Pirates of the Caribbean ,45,Pirates of the Caribbean,0
119701,Serpico (1973),2,Serpico,1973
119721,The Runaway Bride  (1930),1,The Runaway Bride,1930
119722,Did You Hear About the Morgans%3F (2009),7,Did You Hear About the Morgans%3F,2009
119729,Need for Speed  (2014),17,Need for Speed,2014
119750,The Humming Bird (1924),2,The Humming Bird,1924
119762,Head of State  (2003),2,Head of State,2003
119777,Herbie: Fully Loaded (2005),2,Herbie: Fully Loaded,2005
119803,Nightmare  (2011),2,Nightmare,2011
119840,Requiem for a Dream (2000),21,Requiem for a Dream,2000
119847,Austin Powers: International Man of Mystery (1997),6,Austin Powers: International Man of Mystery,1997
119883,Submission  (2004),1,Submission,2004
119884,Without a Paddle (2004),5,Without a Paddle,2004
119886,Backcountry  (2014),1,Backcountry,2014
119914,Pride and Prejudice  (1940),1,Pride and Prejudice,1940
119925,Last Tango in Paris (1972),1,Last Tango in Paris,1972
119935,I Am Sam (2001),10,I Am Sam,2001
119955,The Butler (2013),3,The Butler,2013
119957,Your Sister's Sister (2011),1,Your Sister's Sister,2011
120003,Fight Club (1999),142,Fight Club,1999
120007,Dead Awake  (2016),2,Dead Awake,2016
120039,Batteries Not Included (1987),1,Batteries Not Included,1987
